Sexo,RendaFamiliar,CorRaca,Idade,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"F","NA","Preta",25,4,"Concluintes","Integral",2400,1.13,"Região Sudeste"
"M","1,5<RFP<=2,5","Preta",24,10,"Concluintes","Integral",3600,1.16,"Região Nordeste"
"F","1,5<RFP<=2,5","Preta",18,1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","0<RFP<=0,5","Preta",26,2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"F","RFP>3,5","Preta",25,6,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","RFP>3,5","Preta",19,0,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Preta",37,1,"Evadidos","Integral",3200,1.06,"Região Nordeste"
"M","0,5<RFP<=1","Preta",21,6,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"M","1,5<RFP<=2,5","Preta",52,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","NA","Preta",31,7,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Preta",18,0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"F","0<RFP<=0,5","Preta",19,0,"Evadidos","Integral",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Preta",22,1,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"M","RFP>3,5","Preta",20,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Preta",25,8,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Preta",19,0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","1<RFP<=1,5","Preta",24,0,"Evadidos","Integral",3600,1.1,"Região Norte"
"M","1<RFP<=1,5","Preta",19,0,"Evadidos","Integral",3600,1.19,"Região Norte"
"M","0,5<RFP<=1","Preta",41,1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","0,5<RFP<=1","Preta",22,4,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","0<RFP<=0,5","Preta",26,5,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",29,5,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","0,5<RFP<=1","Preta",22,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Preta",39,8,"Evadidos","Integral",3600,1.15,"Região Sul"
"F","1,5<RFP<=2,5","Preta",24,4,"Evadidos","Integral",3600,1.14,"Região Sul"
"M","NA","Preta",34,0,"Evadidos","Integral",3600,1.19,"Região Centro-Oeste"
"F","NA","Preta",19,1,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"F","NA","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","NA","Preta",27,9,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","NA","Preta",21,7,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Preta",22,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","2,5<RFP<=3,5","Preta",24,1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"F","0<RFP<=0,5","Preta",42,8,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","Preta",20,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","NA","Preta",18,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","NA","Preta",24,1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Preta",20,1,"Evadidos","Integral",3600,1.19,"Região Nordeste"
"F","NA","Preta",27,2,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"F","0<RFP<=0,5","Preta",21,1,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","NA","Preta",20,1,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","2,5<RFP<=3,5","Preta",32,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Preta",19,2,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",44,7,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","Preta",24,7,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","0,5<RFP<=1","Preta",31,7,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","1<RFP<=1,5","Preta",40,2,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","0<RFP<=0,5","Preta",40,8,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"M","0,5<RFP<=1","Preta",41,9,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","NA","Preta",17,0,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","1<RFP<=1,5","Preta",20,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Preta",23,1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"F","0,5<RFP<=1","Preta",21,1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","NA","Preta",18,0,"Evadidos","Integral",2400,1,"Região Sudeste"
"F","NA","Preta",23,0,"Evadidos","Integral",2400,1,"Região Sudeste"
"M","RFP>3,5","Preta",21,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Preta",21,1,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Preta",24,2,"Evadidos","Integral",3600,1.15,"Região Norte"
"F","1<RFP<=1,5","Preta",18,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","NA","Preta",19,0,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"M","NA","Preta",25,0,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","NA","Preta",27,1,"Evadidos","Integral",3600,1.19,"Região Sul"
"M","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"F","NA","Preta",20,0,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"F","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3200,1.06,"Região Nordeste"
"M","0,5<RFP<=1","Preta",26,1,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","0<RFP<=0,5","Preta",20,0,"Evadidos","Integral",3600,1.15,"Região Sul"
"F","0,5<RFP<=1","Preta",22,1,"Evadidos","Integral",3600,1.15,"Região Norte"
"F","1<RFP<=1,5","Preta",24,4,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","1,5<RFP<=2,5","Preta",19,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Preta",21,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","NA","Preta",17,1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"F","NA","Preta",20,1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",19,0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Preta",23,1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"M","1,5<RFP<=2,5","Preta",47,1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"F","0,5<RFP<=1","Preta",21,1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"M","NA","Preta",32,10,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","1<RFP<=1,5","Preta",26,2,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","2,5<RFP<=3,5","Preta",18,0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Preta",18,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","2,5<RFP<=3,5","Preta",20,3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","0<RFP<=0,5","Preta",20,3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",19,3,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Preta",33,0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","1,5<RFP<=2,5","Preta",28,3,"Evadidos","Integral",3600,1.19,"Região Sul"
"M","NA","Preta",21,2,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Preta",23,4,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"M","2,5<RFP<=3,5","Preta",31,3,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","0,5<RFP<=1","Preta",23,3,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"M","0<RFP<=0,5","Preta",36,1,"Evadidos","Integral",3600,1.06,"Região Nordeste"
"F","0<RFP<=0,5","Preta",19,1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M","RFP>3,5","Preta",31,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","0<RFP<=0,5","Preta",19,2,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Preta",26,10,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"M","2,5<RFP<=3,5","Preta",29,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","NA","Preta",20,3,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Preta",33,0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0<RFP<=0,5","Preta",18,0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Preta",24,5,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","0<RFP<=0,5","Preta",24,0,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Preta",27,0,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"F","0<RFP<=0,5","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","1<RFP<=1,5","Preta",44,1,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"F","0<RFP<=0,5","Preta",18,1,"Evadidos","Integral",3600,1.1,"Região Sul"
"F","1,5<RFP<=2,5","Preta",20,1,"Evadidos","Integral",3600,1.15,"Região Norte"
"M","NA","Preta",26,7,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","2,5<RFP<=3,5","Preta",19,2,"Evadidos","Integral",2400,1.15,"Região Sudeste"
"F","NA","Preta",25,6,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"F","0<RFP<=0,5","Preta",21,1,"Evadidos","Integral",3000,1,"Região Sudeste"
"M","NA","Preta",23,1,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"M","NA","Preta",21,5,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","NA","Preta",47,7,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",31,7,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","NA","Preta",20,1,"Evadidos","Integral",3600,1.19,"Região Sul"
"M","RFP>3,5","Preta",51,0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Preta",22,6,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"F","NA","Preta",19,1,"Evadidos","Integral",2400,1.15,"Região Sudeste"
"M","NA","Preta",47,10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","NA","Preta",29,10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Preta",25,10,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0<RFP<=0,5","Preta",23,1,"Evadidos","Integral",3600,1.15,"Região Norte"
"F","1<RFP<=1,5","Preta",19,2,"Evadidos","Integral",3600,1.19,"Região Nordeste"
"F","0<RFP<=0,5","Preta",24,4,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Preta",43,8,"Evadidos","Integral",3600,1.19,"Região Sul"
"M","NA","Preta",33,9,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",41,9,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"F","NA","Preta",39,9,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",23,0,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","NA","Preta",23,8,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","NA","Preta",25,8,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","RFP>3,5","Preta",18,1,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"M","1,5<RFP<=2,5","Preta",55,10,"Evadidos","Integral",3000,1,"Região Nordeste"
"F","0,5<RFP<=1","Preta",30,10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"F","NA","Preta",21,4,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Preta",29,10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",25,9,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",29,1,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","1<RFP<=1,5","Preta",22,1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Preta",22,1,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Preta",24,2,"Evadidos","Integral",2400,1.15,"Região Sudeste"
"M","NA","Preta",24,10,"Evadidos","Integral",3000,1,"Região Nordeste"
"F","NA","Preta",19,0,"Evadidos","Integral",3600,1.2,"Região Sudeste"
"M","0,5<RFP<=1","Preta",39,1,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"M","0<RFP<=0,5","Preta",22,3,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","Preta",29,10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Preta",19,1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","1<RFP<=1,5","Preta",19,1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"F","NA","Preta",19,1,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"M","NA","Preta",66,1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Preta",19,1,"Evadidos","Integral",3600,1.14,"Região Norte"
"M","0,5<RFP<=1","Preta",31,2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Preta",29,2,"Evadidos","Integral",3600,1.19,"Região Centro-Oeste"
"F","1<RFP<=1,5","Preta",23,3,"Evadidos","Integral",3600,1.19,"Região Nordeste"
"M","RFP>3,5","Preta",18,2,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"F","0<RFP<=0,5","Preta",23,1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","NA","Preta",19,2,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"M","1<RFP<=1,5","Preta",31,1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","0,5<RFP<=1","Preta",26,4,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",32,4,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Preta",22,3,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"F","0,5<RFP<=1","Preta",22,3,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"M","NA","Preta",21,4,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0<RFP<=0,5","Preta",36,1,"Evadidos","Integral",3600,1.19,"Região Norte"
"M","NA","Preta",19,2,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"M","1,5<RFP<=2,5","Preta",28,7,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","NA","Preta",22,4,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Preta",26,0,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","NA","Preta",22,3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","NA","Preta",22,3,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"F","1<RFP<=1,5","Parda",24,4,"Concluintes","Integral",2400,1.1,"Região Sudeste"
"M","NA","Parda",25,7,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","NA","Parda",25,7,"Concluintes","Integral",3600,1.15,"Região Nordeste"
"M","NA","Parda",23,7,"Concluintes","Integral",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Parda",21,7,"Concluintes","Integral",3000,1.1,"Região Sudeste"
"F","NA","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",21,8,"Concluintes","Integral",3000,1.21,"Região Sudeste"
"M","RFP>3,5","Parda",22,6,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",26,6,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","NA","Parda",27,6,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",30,6,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","RFP>3,5","Parda",25,6,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",24,7,"Concluintes","Integral",2400,1.15,"Região Sudeste"
"F","NA","Parda",28,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",24,10,"Concluintes","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",26,10,"Concluintes","Integral",3600,1.14,"Região Nordeste"
"M","0<RFP<=0,5","Parda",25,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",23,10,"Concluintes","Integral",3000,1.1,"Região Nordeste"
"F","NA","Parda",29,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",26,7,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",26,6,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",24,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",25,6,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Parda",34,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",32,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","NA","Parda",21,7,"Concluintes","Integral",2400,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",32,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Parda",36,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","NA","Parda",25,8,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","RFP>3,5","Parda",30,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",22,10,"Concluintes","Integral",4000,1.21,"Região Sul"
"F","1,5<RFP<=2,5","Parda",22,10,"Concluintes","Integral",4000,1.21,"Região Sul"
"F","1,5<RFP<=2,5","Parda",25,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","NA","Parda",27,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",26,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","NA","Parda",24,10,"Concluintes","Integral",3600,1.19,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",23,10,"Concluintes","Integral",3600,1.14,"Região Norte"
"M","1,5<RFP<=2,5","Parda",29,10,"Concluintes","Integral",3600,1.14,"Região Norte"
"M","0<RFP<=0,5","Parda",22,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","NA","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","NA","Parda",27,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","NA","Parda",27,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","NA","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",23,10,"Concluintes","Integral",3600,1.16,"Região Nordeste"
"F","NA","Parda",28,5,"Concluintes","Integral",3600,1.15,"Região Nordeste"
"M","NA","Parda",27,10,"Concluintes","Integral",3600,1.19,"Região Sudeste"
"F","0,5<RFP<=1","Parda",25,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Parda",27,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","NA","Parda",23,10,"Concluintes","Integral",4000,1.21,"Região Sul"
"M","1<RFP<=1,5","Parda",23,10,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",24,10,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",28,10,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",30,10,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",25,10,"Concluintes","Integral",4000,1.21,"Região Centro-Oeste"
"F","2,5<RFP<=3,5","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","RFP>3,5","Parda",26,10,"Concluintes","Integral",3200,1.2,"Região Sudeste"
"M","1<RFP<=1,5","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","1,5<RFP<=2,5","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","NA","Parda",22,10,"Concluintes","Integral",3000,1.1,"Região Nordeste"
"F","1<RFP<=1,5","Parda",26,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",26,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","1<RFP<=1,5","Parda",56,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","1<RFP<=1,5","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",30,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",26,9,"Concluintes","Integral",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Parda",33,10,"Concluintes","Integral",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Parda",24,9,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Parda",23,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Parda",23,10,"Concluintes","Integral",3000,1,"Região Sudeste"
"F","0,5<RFP<=1","Parda",23,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","0,5<RFP<=1","Parda",23,10,"Concluintes","Integral",3600,1.16,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",26,10,"Concluintes","Integral",3000,1.21,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",24,10,"Concluintes","Integral",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Parda",26,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Parda",31,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",23,10,"Concluintes","Integral",3600,1.2,"Região Sudeste"
"F","0,5<RFP<=1","Parda",24,10,"Concluintes","Integral",3600,1.2,"Região Sudeste"
"M","NA","Parda",27,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"F","1<RFP<=1,5","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","1<RFP<=1,5","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",25,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"F","NA","Parda",22,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",27,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"F","NA","Parda",24,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",23,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"M","NA","Parda",26,10,"Concluintes","Integral",3600,1.15,"Região Norte"
"F","NA","Parda",28,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
"M","NA","Parda",28,10,"Concluintes","Integral",3600,1.15,"Região Centro-Oeste"
