Sexo,RendaFamiliar,CorRaca,Idade,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"F","NA","NA",24,10,"Concluintes","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",25,10,"Concluintes","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",24,10,"Concluintes","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",31,10,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","1,5<RFP<=2,5","NA",24,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","0<RFP<=0,5","NA",49,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","NA",22,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",22,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",25,9,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",19,3,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",39,2,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","NA",19,1,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","1,5<RFP<=2,5","NA",21,1,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.19,"Região Sudeste"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",28,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",21,0,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",21,6,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",21,6,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",24,6,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",22,5,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",23,7,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",22,7,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","1<RFP<=1,5","NA",25,3,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",30,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",37,1,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M","1<RFP<=1,5","NA",20,3,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",21,0,"Evadidos","Matutino",3000,1.21,"Região Nordeste"
"M","NA","NA",23,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",21,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","NA","NA",22,7,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",23,7,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",20,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",22,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","1<RFP<=1,5","NA",21,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","1,5<RFP<=2,5","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",22,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",40,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",22,2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M","0<RFP<=0,5","NA",18,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",25,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"F","1<RFP<=1,5","NA",49,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","NA",18,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",21,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",18,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",23,4,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",22,4,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",20,5,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","NA",39,0,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1","NA",22,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",25,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",23,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",19,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","NA",20,2,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","1<RFP<=1,5","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",21,0,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",39,3,"Evadidos","Matutino",3600,1,"Região Centro-Oeste"
"M","RFP>3,5","NA",39,3,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",19,1,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",27,1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M","NA","NA",24,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",32,0,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",20,1,"Evadidos","Matutino",3600,1.19,"Região Nordeste"
"F","0,5<RFP<=1","NA",35,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",25,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",22,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",30,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",21,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",44,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",22,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",21,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",23,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",22,6,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",29,7,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",32,6,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1,5<RFP<=2,5","NA",29,4,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",26,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",26,6,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",28,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","1<RFP<=1,5","NA",35,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",26,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",27,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",26,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",28,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",26,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","NA",33,4,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",24,4,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",26,10,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",36,10,"Evadidos","Matutino",3600,1.19,"Região Sul"
"F","1,5<RFP<=2,5","NA",18,1,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",21,2,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","NA","NA",29,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","NA","NA",27,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",26,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","NA",19,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"F","NA","NA",30,9,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","NA","NA",19,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","NA",27,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",29,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",20,1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","NA",21,8,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0<RFP<=0,5","NA",25,8,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",23,8,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",26,9,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","1,5<RFP<=2,5","NA",34,9,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",36,8,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",23,8,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",29,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"F","NA","NA",20,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","NA",20,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","NA",18,1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"F","NA","NA",29,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","NA",20,0,"Evadidos","Matutino",3600,1.16,"Região Nordeste"
"M","NA","NA",29,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",30,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",43,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","RFP>3,5","NA",32,5,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",20,1,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","NA",37,10,"Evadidos","Matutino",3600,1.15,"Região Centro-Oeste"
"M","NA","NA",27,10,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"F","NA","NA",19,3,"Evadidos","Matutino",3600,1.15,"Região Sudeste"
"M","NA","NA",27,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",29,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","NA","NA",29,10,"Evadidos","Matutino",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","NA",30,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","1,5<RFP<=2,5","NA",19,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","NA",18,3,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5","NA",20,3,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",20,2,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",22,3,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","1,5<RFP<=2,5","NA",31,2,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1","NA",21,2,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5","NA",27,2,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",24,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"F","NA","NA",19,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"M","NA","NA",19,1,"Evadidos","Matutino",3600,1.19,"Região Sul"
"F","1<RFP<=1,5","NA",23,4,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","RFP>3,5","NA",34,5,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","NA","NA",22,7,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","NA",21,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",19,2,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","NA",23,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","NA",24,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","NA",36,1,"Evadidos","Matutino",3600,1.16,"Região Sul"
"M","1,5<RFP<=2,5","NA",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","NA",18,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","0<RFP<=0,5","Indígena",37,7,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Indígena",18,2,"Evadidos","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",42,6,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","NA","Branca",26,10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M","NA","Branca",23,6,"Concluintes","Matutino",3000,1.21,"Região Sul"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",23,8,"Concluintes","Matutino",3000,1.21,"Região Sul"
"F","NA","Branca",20,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",26,10,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M","NA","Branca",28,6,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",21,8,"Concluintes","Matutino",3000,1.21,"Região Centro-Oeste"
"M","NA","Branca",24,9,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",23,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",23,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Branca",30,9,"Concluintes","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",27,10,"Concluintes","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",29,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",24,8,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"F","NA","Branca",24,7,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",33,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Branca",27,9,"Concluintes","Matutino",3000,1.1,"Região Sul"
"F","1<RFP<=1,5","Branca",25,8,"Concluintes","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",27,4,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","1<RFP<=1,5","Branca",22,8,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","2,5<RFP<=3,5","Branca",22,9,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","2,5<RFP<=3,5","Branca",34,8,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","0<RFP<=0,5","Branca",23,8,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",27,9,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M","RFP>3,5","Branca",26,9,"Concluintes","Matutino",3000,1.21,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",30,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",25,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","0,5<RFP<=1","Branca",21,8,"Concluintes","Matutino",3000,1.21,"Região Centro-Oeste"
"M","NA","Branca",24,9,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","NA","Branca",29,9,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","0<RFP<=0,5","Branca",28,8,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",24,8,"Concluintes","Matutino",3000,1,"Região Sudeste"
"M","1,5<RFP<=2,5","Branca",30,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","RFP>3,5","Branca",23,10,"Concluintes","Matutino",3000,1.21,"Região Sul"
"F","NA","Branca",29,10,"Concluintes","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Branca",27,10,"Concluintes","Matutino",3000,1.21,"Região Sudeste"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1","Branca",24,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"M","NA","Branca",24,10,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",24,10,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",25,10,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",27,10,"Concluintes","Matutino",3000,1.21,"Região Sul"
"M","0<RFP<=0,5","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",27,10,"Concluintes","Matutino",3000,1.21,"Região Centro-Oeste"
"F","NA","Branca",33,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",26,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",25,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",23,9,"Concluintes","Matutino",3600,1.14,"Região Nordeste"
"M","NA","Branca",27,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","1<RFP<=1,5","Branca",23,10,"Concluintes","Matutino",3200,1.06,"Região Sul"
"M","0,5<RFP<=1","Branca",24,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"F","NA","Branca",26,10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"F","NA","Branca",28,10,"Concluintes","Matutino",3600,1.19,"Região Nordeste"
"M","NA","Branca",25,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Branca",23,3,"Concluintes","Matutino",3000,1.21,"Região Sudeste"
"M","NA","Branca",25,9,"Concluintes","Matutino",3000,1,"Região Sudeste"
"F","NA","Branca",22,8,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","NA","Branca",23,9,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",22,9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"F","0,5<RFP<=1","Branca",28,10,"Concluintes","Matutino",3600,1.15,"Região Nordeste"
"M","NA","Branca",22,9,"Concluintes","Matutino",3600,1.16,"Região Nordeste"
"F","NA","Branca",23,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","NA","Branca",23,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",24,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"F","NA","Branca",24,10,"Concluintes","Matutino",3600,1.1,"Região Nordeste"
"M","NA","Branca",24,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",22,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",21,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",19,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",22,6,"Evadidos","Matutino",3000,1.21,"Região Sul"
"F","NA","Branca",23,6,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",24,6,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",21,7,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",22,6,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",25,7,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",22,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",25,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","0,5<RFP<=1","Branca",30,7,"Evadidos","Matutino",3200,1.06,"Região Sul"
"M","NA","Branca",22,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","0,5<RFP<=1","Branca",22,7,"Evadidos","Matutino",3200,1.06,"Região Sul"
"M","1,5<RFP<=2,5","Branca",35,7,"Evadidos","Matutino",3200,1.06,"Região Sul"
"M","NA","Branca",21,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","2,5<RFP<=3,5","Branca",31,6,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","1,5<RFP<=2,5","Branca",21,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",21,6,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,7,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",21,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","0,5<RFP<=1","Branca",20,4,"Evadidos","Matutino",3600,1.2,"Região Sul"
"F","0,5<RFP<=1","Branca",30,5,"Evadidos","Matutino",3200,1.06,"Região Nordeste"
"M","RFP>3,5","Branca",20,4,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"M","1<RFP<=1,5","Branca",26,5,"Evadidos","Matutino",3000,1.21,"Região Sudeste"
"F","0,5<RFP<=1","Branca",21,5,"Evadidos","Matutino",3200,1.06,"Região Nordeste"
"M","NA","Branca",50,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",25,3,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",19,1,"Evadidos","Matutino",3600,1.14,"Região Nordeste"
"M","NA","Branca",27,1,"Evadidos","Matutino",3600,1.19,"Região Centro-Oeste"
"M","1<RFP<=1,5","Branca",37,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","1,5<RFP<=2,5","Branca",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","0,5<RFP<=1","Branca",24,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","2,5<RFP<=3,5","Branca",32,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","0,5<RFP<=1","Branca",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","0,5<RFP<=1","Branca",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",50,0,"Evadidos","Matutino",3600,1.2,"Região Nordeste"
"M","1,5<RFP<=2,5","Branca",20,5,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",27,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",28,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",28,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",40,8,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","RFP>3,5","Branca",24,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","1,5<RFP<=2,5","Branca",25,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",24,9,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",22,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","RFP>3,5","Branca",22,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,9,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",25,9,"Evadidos","Matutino",3000,1,"Região Sudeste"
"M","RFP>3,5","Branca",20,1,"Evadidos","Matutino",3600,1.06,"Região Sudeste"
"M","NA","Branca",52,8,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",30,1,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,5,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",21,4,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",21,5,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",25,10,"Evadidos","Matutino",3000,1.21,"Região Sul"
"F","NA","Branca",24,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",23,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"F","NA","Branca",23,10,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",25,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",25,10,"Evadidos","Matutino",3000,1.1,"Região Sul"
"M","NA","Branca",28,10,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",26,10,"Evadidos","Matutino",3000,1.21,"Região Sul"
"M","NA","Branca",51,10,"Evadidos","Matutino",3000,1.21,"Região Sul"
"F","0,5<RFP<=1","Branca",23,10,"Evadidos","Matutino",3200,1.06,"Região Sul"
