CategoriadeSituacao,Sexo,RendaFamiliar,CorRaca,FaixaEtaria,Turno,CargaHorariaMinimaRegulamentada,InscritoVagas,FatordeEsforcodeCurso,Regiao
"Evadidos","M","1<RFP<=1.5","Parda","40 a 44 anos","Matutino",3000,2.875,1,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3000,3.2,1.21,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,20.025,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","30 a 34 anos","Matutino",3600,0,1.19,"Regiao Norte"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,15.925,1.19,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,25.925,1.19,"Regiao Norte"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Matutino",3000,2.875,1.21,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,0,1.15,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,28.725,1.15,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3000,19.825,1.1,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,4.675,1.14,"Regiao Sul"
"Evadidos","F","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,4.675,1.14,"Regiao Sul"
"Evadidos","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3000,11.2,1,"Regiao Sudeste"
"Evadidos","F","NA","Parda","25 a 29 anos","Matutino",3600,0,1.15,"Regiao Nordeste"
"Evadidos","F","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,10.475,1,"Regiao Sudeste"
"Evadidos","F","NA","Parda","45 a 49 anos","Matutino",3600,20.925,1.19,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3000,0.8,1.21,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3000,0.8,1.21,"Regiao Centro-Oeste"
"Evadidos","F","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,17.725,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,17.725,1.1,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,17.725,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,15.4,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,31.1,1.1,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","40 a 44 anos","Matutino",3600,15.4,1.15,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3000,0.8,1.21,"Regiao Centro-Oeste"
"Evadidos","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3000,0.8,1.21,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,6.6,1.21,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,16.65,1.15,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Parda","15 a 19 anos","Matutino",3600,15.4,1.15,"Regiao Nordeste"
"Evadidos","F","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3600,15.4,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3000,34.05,1.21,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,12.9,1.15,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,20.175,1.1,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,20.175,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,9.4,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,40.05,1.19,"Regiao Nordeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Matutino",3600,7.7,1.06,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3000,3.375,1.21,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,82.275,1.19,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,6.375,1.16,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","25 a 29 anos","Matutino",3600,2.7,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,7.6,1.1,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,18.225,1.19,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3600,25.375,1.19,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,0,1.19,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Matutino",3600,20.025,1.1,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,20.025,1.1,"Regiao Nordeste"
"Concluintes","F","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,38.075,1.16,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,11.85,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,11.85,1.16,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,28.775,1.16,"Regiao Centro-Oeste"
"Concluintes","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,28.775,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,27.4,1.16,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Matutino",3600,16.725,1.19,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,31.5,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,31.5,1.16,"Regiao Centro-Oeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","30 a 34 anos","Matutino",3600,0,1.19,"Regiao Centro-Oeste"
"Concluintes","F","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3600,27.4,1.16,"Regiao Centro-Oeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,13.575,1.19,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Matutino",3600,75.45,1.14,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,9.725,1.19,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,9.725,1.19,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,9.725,1.19,"Regiao Centro-Oeste"
"Concluintes","F","1<RFP<=1.5","Parda","30 a 34 anos","Matutino",3600,10.7,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","30 a 34 anos","Matutino",3600,10.7,1.16,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,10.7,1.16,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,19.025,1.19,"Regiao Centro-Oeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,19.025,1.19,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Matutino",3600,12.5,1.15,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,3.575,1,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,3.575,1,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3000,16.05,1.21,"Regiao Sudeste"
"Concluintes","F","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,32,1.15,"Regiao Nordeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,6.4,1.14,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Matutino",3600,20.8,1.15,"Regiao Nordeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,25.375,1.19,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,2.75,1.15,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","25 a 29 anos","Matutino",3600,18.225,1.19,"Regiao Centro-Oeste"
"Concluintes","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,9.025,1.16,"Regiao Centro-Oeste"
"Concluintes","F","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,10.575,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3600,24.05,1.19,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,24.05,1.19,"Regiao Centro-Oeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,7.6,1.1,"Regiao Centro-Oeste"
"Concluintes","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,25.9,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","35 a 39 anos","Matutino",3600,11.8,1.19,"Regiao Nordeste"
"Concluintes","F","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,38.075,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,18.225,1.19,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,28.775,1.16,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,18.225,1.19,"Regiao Centro-Oeste"
"Concluintes","M","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,31.5,1.16,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,3.575,1,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Matutino",3600,24.75,1.14,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Matutino",3600,12.5,1.15,"Regiao Nordeste"
"Concluintes","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,29.275,1.19,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.45,1.16,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,46.275,1.1,"Regiao Nordeste"
"Concluintes","M","NA","Parda","30 a 34 anos","Matutino",3600,0,1.19,"Regiao Nordeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,20.1,1.16,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Matutino",3600,28.775,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,28.775,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,42.375,1.16,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Matutino",3600,19.025,1.19,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,3.575,1,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,3.575,1,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Matutino",3600,32.625,1.15,"Regiao Nordeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,6.4,1.14,"Regiao Centro-Oeste"
"Concluintes","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,6.4,1.14,"Regiao Centro-Oeste"
"Concluintes","F","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,6.4,1.14,"Regiao Centro-Oeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,6.4,1.14,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Matutino",3600,38.075,1.16,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,38.075,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,23.4,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,19.25,1.19,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3600,14.25,1.19,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3000,5.25,1,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","30 a 34 anos","Matutino",3600,4.825,1.15,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,5.425,1.19,"Regiao Centro-Oeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3600,8,1.15,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,5.775,1.16,"Regiao Centro-Oeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,8.35,1.19,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,15.425,1.16,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","35 a 39 anos","Matutino",3000,7.825,1.1,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3000,7.825,1.1,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,7.05,1.21,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3000,5.325,1.1,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,5.325,1.1,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3200,23.6,1.06,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","35 a 39 anos","Matutino",3200,23.6,1.06,"Regiao Nordeste"
"Evadidos","F","0.5<RFP<=1","Parda","40 a 44 anos","Matutino",3200,23.6,1.06,"Regiao Nordeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,56.775,1.19,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,18.375,1.15,"Regiao Centro-Oeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,5.625,1,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,5.625,1,"Regiao Centro-Oeste"
"Evadidos","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,22.8,1.2,"Regiao Sul"
"Evadidos","F","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,14.7,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Parda","30 a 34 anos","Matutino",3600,35.675,1.14,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Parda","30 a 34 anos","Matutino",3600,31.25,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,213.775,1.14,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,29.275,1.19,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,5.45,1.16,"Regiao Centro-Oeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","15 a 19 anos","Matutino",3000,4,1.21,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,5.8,1.21,"Regiao Sul"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,17.325,1.19,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,17.325,1.19,"Regiao Nordeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Matutino",3600,22.05,1.1,"Regiao Nordeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3600,22.05,1.1,"Regiao Nordeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Matutino",3600,22.75,1.15,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",2400,4.05,1.1,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Matutino",3600,7.7,1.19,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,3.6,1,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,3.6,1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,7.7,1.19,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,11.1,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,10.175,1.15,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Matutino",3600,10.175,1.15,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3000,10.75,1.1,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3000,10.75,1.1,"Regiao Centro-Oeste"
"Evadidos","F","2.5<RFP<=3.5","Parda","30 a 34 anos","Matutino",3600,9.55,1.14,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3000,7.9,1,"Regiao Sudeste"
"Evadidos","M","NA","Parda","30 a 34 anos","Matutino",3600,20.725,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Parda","20 a 24 anos","Matutino",3600,14.125,1.19,"Regiao Centro-Oeste"
"Evadidos","F","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,14.125,1.19,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,14.125,1.19,"Regiao Centro-Oeste"
"Evadidos","F","2.5<RFP<=3.5","Parda","30 a 34 anos","Matutino",3000,4.4,1.21,"Regiao Sudeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Matutino",3600,25.875,1.2,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,20.1,1.16,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","15 a 19 anos","Matutino",3200,6.275,1.06,"Regiao Norte"
"Evadidos","F","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,11.85,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Matutino",3600,14.15,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,14.15,1.15,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,12,1.19,"Regiao Nordeste"
"Evadidos","F","NA","Parda","25 a 29 anos","Matutino",3600,12,1.19,"Regiao Nordeste"
"Evadidos","M","NA","Parda","25 a 29 anos","Matutino",3600,20.725,1.16,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","25 a 29 anos","Matutino",3600,11.875,1.19,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,8.6,1.1,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,8.6,1.1,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,7.4,1.15,"Regiao Centro-Oeste"
"Evadidos","M","RFP>3.5","Parda","30 a 34 anos","Matutino",3600,0,1.16,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Parda","25 a 29 anos","Matutino",3600,0,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,9.025,1.06,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3600,8,1.15,"Regiao Nordeste"
"Evadidos","M","NA","Parda","30 a 34 anos","Matutino",3000,9.3,1.1,"Regiao Sul"
"Evadidos","M","NA","Parda","30 a 34 anos","Matutino",3600,8.875,1.19,"Regiao Centro-Oeste"
"Evadidos","F","2.5<RFP<=3.5","Parda","15 a 19 anos","Matutino",3000,10.475,1,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,4.325,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3000,10.75,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,3.6,1,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","20 a 24 anos","Matutino",3600,25.475,1.19,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","35 a 39 anos","Matutino",3600,17.575,1.15,"Regiao Norte"
"Evadidos","M","NA","Parda","15 a 19 anos","Matutino",3600,8.05,1.15,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,8.05,1.15,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","40 a 44 anos","Matutino",3600,17.575,1.15,"Regiao Norte"
"Evadidos","F","NA","Parda","15 a 19 anos","Matutino",3000,6.475,1.1,"Regiao Sul"
"Evadidos","F","NA","Parda","20 a 24 anos","Matutino",3600,10.175,1.15,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","30 a 34 anos","Matutino",3600,35.675,1.14,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","15 a 19 anos","Matutino",3600,1.05,1.15,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Parda","20 a 24 anos","Matutino",3600,1.05,1.15,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Parda","30 a 34 anos","Matutino",3000,4.4,1.21,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3000,10.75,1.1,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,9.55,1.14,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","35 a 39 anos","Matutino",3600,9.55,1.14,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Parda","20 a 24 anos","Matutino",3600,22.325,1.19,"Regiao Norte"
"Evadidos","F","2.5<RFP<=3.5","Parda","25 a 29 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,5.875,1.16,"Regiao Centro-Oeste"
"Evadidos","F","RFP>3.5","Parda","20 a 24 anos","Matutino",3600,9.025,1.16,"Regiao Centro-Oeste"
"Evadidos","F","1<RFP<=1.5","Parda","15 a 19 anos","Matutino",3600,4.55,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","15 a 19 anos","Matutino",3600,5.725,1.19,"Regiao Centro-Oeste"
"Evadidos","F","NA","Parda","20 a 24 anos","Matutino",3600,5.725,1.19,"Regiao Centro-Oeste"
"Evadidos","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Parda","20 a 24 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Evadidos","M","RFP>3.5","Parda","30 a 34 anos","Matutino",3600,13.4,1.19,"Regiao Centro-Oeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,4.325,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Parda","20 a 24 anos","Matutino",3600,17.225,1.16,"Regiao Nordeste"
"Evadidos","F","NA","Parda","15 a 19 anos","Matutino",3600,17.225,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Parda","35 a 39 anos","Matutino",3600,18.225,1.19,"Regiao Centro-Oeste"
