CategoriadeSituacao,Sexo,RendaFamiliar,CorRaca,FaixaEtaria,Turno,CargaHorariaMinimaRegulamentada,InscritoVagas,FatordeEsforcodeCurso,Regiao
"Concluintes","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,0,1.14,"Regiao Nordeste"
"Concluintes","M","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3600,4.625,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Preta","25 a 29 anos","Integral",3600,4.175,1.1,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3600,18.25,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Preta","20 a 24 anos","Integral",3000,3.05,1.1,"Regiao Sudeste"
"Concluintes","M","NA","Preta","25 a 29 anos","Integral",3600,13.225,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Preta","25 a 29 anos","Integral",3600,13.225,1.16,"Regiao Nordeste"
"Concluintes","M","0.5<RFP<=1","Preta","30 a 34 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Preta","20 a 24 anos","Integral",3600,21.05,1.14,"Regiao Sudeste"
"Concluintes","F","NA","Preta","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","M","NA","Preta","20 a 24 anos","Integral",3600,9.2,1.1,"Regiao Centro-Oeste"
"Concluintes","M","NA","Preta","25 a 29 anos","Integral",3600,24.7,1.19,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,27.55,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Preta","25 a 29 anos","Integral",3600,26.075,1.16,"Regiao Nordeste"
"Concluintes","M","NA","Preta","25 a 29 anos","Integral",3600,25.3,1.16,"Regiao Nordeste"
"Concluintes","F","NA","Preta","25 a 29 anos","Integral",2400,11.425,1.13,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Preta","20 a 24 anos","Integral",3600,17.775,1.16,"Regiao Nordeste"
"Evadidos","F","1.5<RFP<=2.5","Preta","15 a 19 anos","Integral",3600,28.775,1.06,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","25 a 29 anos","Integral",4000,9.875,1.21,"Regiao Nordeste"
"Evadidos","F","RFP>3.5","Preta","25 a 29 anos","Integral",3600,6.875,1.15,"Regiao Sudeste"
"Evadidos","F","RFP>3.5","Preta","15 a 19 anos","Integral",3200,3.6,1.06,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","35 a 39 anos","Integral",3200,4.7,1.06,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3200,3,1.06,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","50 a 54 anos","Integral",3600,4.475,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,9.575,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,4.75,1.19,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3000,7.525,1,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3200,5.825,1.06,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,17.05,1.15,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,5.675,1.15,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","25 a 29 anos","Integral",3600,15.1,1.15,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,4.9,1.06,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3600,1.15,1.1,"Regiao Norte"
"Evadidos","M","1<RFP<=1.5","Preta","15 a 19 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","M","0.5<RFP<=1","Preta","40 a 44 anos","Integral",3600,8.8,1.19,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,5.05,1.19,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","25 a 29 anos","Integral",3600,44.025,1.16,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3600,3.7,1.16,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,21.675,1.16,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","35 a 39 anos","Integral",3600,30.725,1.15,"Regiao Sul"
"Evadidos","F","1.5<RFP<=2.5","Preta","20 a 24 anos","Integral",3600,1.225,1.14,"Regiao Sul"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3600,5.125,1.19,"Regiao Centro-Oeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",3600,11.675,1.1,"Regiao Sudeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",3600,11.25,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,9.7,1.06,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,2.925,1.15,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3000,1.8,1.21,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Preta","20 a 24 anos","Integral",3600,5.675,1.15,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","40 a 44 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3000,2.25,1.21,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,0.875,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,18,1.19,"Regiao Nordeste"
"Evadidos","F","NA","Preta","25 a 29 anos","Integral",3000,51.575,1.21,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3000,33.8,1,"Regiao Nordeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,33.8,1,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Preta","30 a 34 anos","Integral",3000,43.725,1.21,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,8.4,1.16,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3000,33.8,1,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","40 a 44 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","M","2.5<RFP<=3.5","Preta","20 a 24 anos","Integral",3600,5.925,1.15,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Preta","30 a 34 anos","Integral",3600,5.925,1.15,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Preta","40 a 44 anos","Integral",3600,1.125,1.16,"Regiao Sul"
"Evadidos","F","0<RFP<=0.5","Preta","40 a 44 anos","Integral",4000,32.5,1.21,"Regiao Nordeste"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3000,41.6,1,"Regiao Nordeste"
"Evadidos","M","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3000,10.675,1.21,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,1.05,1.1,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",2400,8.325,1.13,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,4.9,1.06,"Regiao Sudeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",2400,10.075,1,"Regiao Sudeste"
"Evadidos","F","NA","Preta","20 a 24 anos","Integral",2400,10.075,1,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Preta","20 a 24 anos","Integral",3600,3.75,1.15,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3200,2.3,1.06,"Regiao Centro-Oeste"
"Evadidos","F","1.5<RFP<=2.5","Preta","20 a 24 anos","Integral",3600,25.425,1.15,"Regiao Norte"
"Evadidos","F","1<RFP<=1.5","Preta","15 a 19 anos","Integral",3600,21.675,1.16,"Regiao Sudeste"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3600,23.4,1.14,"Regiao Sudeste"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,3.025,1.16,"Regiao Sul"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,6.55,1.19,"Regiao Sul"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,33.9,1.19,"Regiao Sudeste"
"Evadidos","F","NA","Preta","20 a 24 anos","Integral",3000,1.575,1.1,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3200,4.7,1.06,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","25 a 29 anos","Integral",3000,43.45,1.1,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,8.025,1.15,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,2.6,1.15,"Regiao Norte"
"Evadidos","F","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3600,20.375,1.15,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","15 a 19 anos","Integral",3600,8.05,1.16,"Regiao Sudeste"
"Evadidos","M","RFP>3.5","Preta","20 a 24 anos","Integral",3600,8.05,1.16,"Regiao Sudeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",3600,60.2,1.15,"Regiao Nordeste"
"Evadidos","F","NA","Preta","20 a 24 anos","Integral",3600,1.05,1.1,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","15 a 19 anos","Integral",3600,4.675,1.16,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",2400,8.2,1.13,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","45 a 49 anos","Integral",2400,8.2,1.13,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,4.75,1.19,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,3,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3600,3.525,1.16,"Regiao Sul"
"Evadidos","F","1<RFP<=1.5","Preta","25 a 29 anos","Integral",3600,11.775,1.06,"Regiao Sudeste"
"Evadidos","F","2.5<RFP<=3.5","Preta","15 a 19 anos","Integral",3600,13.075,1.15,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,13.075,1.15,"Regiao Sudeste"
"Evadidos","F","1<RFP<=1.5","Preta","15 a 19 anos","Integral",3600,13.075,1.15,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","15 a 19 anos","Integral",3600,13.075,1.15,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Preta","20 a 24 anos","Integral",3000,58.125,1.1,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3000,58.125,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3600,8.65,1.06,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","30 a 34 anos","Integral",3600,35.125,1.14,"Regiao Nordeste"
"Evadidos","F","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3600,7.775,1.19,"Regiao Sul"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,1.1,1.1,"Regiao Centro-Oeste"
"Evadidos","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,15.875,1.14,"Regiao Sudeste"
"Evadidos","M","2.5<RFP<=3.5","Preta","30 a 34 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3200,8.95,1.06,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","35 a 39 anos","Integral",3600,10.55,1.06,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,35.125,1.14,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Preta","30 a 34 anos","Integral",3000,18.7,1.21,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,53.75,1.15,"Regiao Nordeste"
"Evadidos","M","0.5<RFP<=1","Preta","25 a 29 anos","Integral",3000,47.325,1.1,"Regiao Nordeste"
"Evadidos","M","2.5<RFP<=3.5","Preta","25 a 29 anos","Integral",3000,18.7,1.21,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,10,1.21,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","30 a 34 anos","Integral",3600,5.975,1.06,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,5.975,1.06,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3000,60.125,1.21,"Regiao Sudeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,20.3,1.15,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","25 a 29 anos","Integral",3600,20.3,1.15,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,3.725,1.15,"Regiao Sul"
"Evadidos","M","1<RFP<=1.5","Preta","40 a 44 anos","Integral",3600,3,1.14,"Regiao Centro-Oeste"
"Evadidos","F","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,7.425,1.1,"Regiao Sul"
"Evadidos","F","1.5<RFP<=2.5","Preta","20 a 24 anos","Integral",3600,5.1,1.15,"Regiao Norte"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,0,1.16,"Regiao Sul"
"Evadidos","F","NA","Preta","25 a 29 anos","Integral",3600,16.4,1.15,"Regiao Centro-Oeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3000,7.525,1,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,11.675,1.1,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,5.275,1.06,"Regiao Sudeste"
"Evadidos","M","NA","Preta","45 a 49 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3600,8.475,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,7.025,1.19,"Regiao Sul"
"Evadidos","M","RFP>3.5","Preta","50 a 54 anos","Integral",3600,0.875,1.16,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3600,0.875,1.15,"Regiao Centro-Oeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",2400,6.125,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Preta","45 a 49 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,1.3,1.16,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","25 a 29 anos","Integral",3600,27.05,1.14,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,5.1,1.15,"Regiao Norte"
"Evadidos","F","1<RFP<=1.5","Preta","15 a 19 anos","Integral",3600,18,1.19,"Regiao Nordeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,0,1.16,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","40 a 44 anos","Integral",3600,2.7,1.19,"Regiao Sul"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3000,10.05,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","40 a 44 anos","Integral",3000,10.05,1.1,"Regiao Centro-Oeste"
"Evadidos","F","NA","Preta","35 a 39 anos","Integral",3000,10.05,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,41.6,1,"Regiao Nordeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,2.15,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","25 a 29 anos","Integral",3600,3.65,1.06,"Regiao Sudeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","55 a 59 anos","Integral",3000,2.55,1,"Regiao Nordeste"
"Evadidos","F","0.5<RFP<=1","Preta","30 a 34 anos","Integral",3600,33.3,1.16,"Regiao Nordeste"
"Evadidos","F","NA","Preta","20 a 24 anos","Integral",3600,20.425,1.15,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Preta","25 a 29 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3000,0,1.21,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3600,3.025,1.16,"Regiao Sul"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,7.275,1.15,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,2.55,1,"Regiao Nordeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",3600,6.575,1.2,"Regiao Sudeste"
"Evadidos","M","0.5<RFP<=1","Preta","35 a 39 anos","Integral",3600,2.125,1.16,"Regiao Centro-Oeste"
"Evadidos","M","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,1.325,1.16,"Regiao Sul"
"Evadidos","M","0.5<RFP<=1","Preta","25 a 29 anos","Integral",3600,32.375,1.16,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,8.8,1.19,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Preta","15 a 19 anos","Integral",3600,59.9,1.15,"Regiao Nordeste"
"Evadidos","F","NA","Preta","15 a 19 anos","Integral",3600,11.675,1.1,"Regiao Sudeste"
"Evadidos","M","NA","Preta","Maior de 60 anos","Integral",3600,4.275,1.16,"Regiao Nordeste"
"Evadidos","M","0<RFP<=0.5","Preta","15 a 19 anos","Integral",3600,20.7,1.14,"Regiao Norte"
"Evadidos","M","0.5<RFP<=1","Preta","30 a 34 anos","Integral",3600,16.2,1.16,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","25 a 29 anos","Integral",3600,5.125,1.19,"Regiao Centro-Oeste"
"Evadidos","F","1<RFP<=1.5","Preta","20 a 24 anos","Integral",3600,4.675,1.19,"Regiao Nordeste"
"Evadidos","M","RFP>3.5","Preta","15 a 19 anos","Integral",3600,1.1,1.1,"Regiao Centro-Oeste"
"Evadidos","F","0<RFP<=0.5","Preta","20 a 24 anos","Integral",3600,8.125,1.15,"Regiao Sudeste"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3600,14.575,1.14,"Regiao Sudeste"
"Evadidos","M","1<RFP<=1.5","Preta","30 a 34 anos","Integral",3000,2.25,1.21,"Regiao Sudeste"
"Evadidos","F","0.5<RFP<=1","Preta","25 a 29 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","30 a 34 anos","Integral",3000,10.05,1.1,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,5.925,1.16,"Regiao Centro-Oeste"
"Evadidos","F","0.5<RFP<=1","Preta","20 a 24 anos","Integral",3600,5.925,1.16,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,17.375,1.06,"Regiao Sudeste"
"Evadidos","M","0<RFP<=0.5","Preta","35 a 39 anos","Integral",3600,23.45,1.19,"Regiao Norte"
"Evadidos","M","NA","Preta","15 a 19 anos","Integral",3000,39.175,1.1,"Regiao Nordeste"
"Evadidos","M","1.5<RFP<=2.5","Preta","25 a 29 anos","Integral",3600,9.7,1.06,"Regiao Sudeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3600,12.1,1.1,"Regiao Centro-Oeste"
"Evadidos","M","1<RFP<=1.5","Preta","25 a 29 anos","Integral",3600,16.225,1.16,"Regiao Nordeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,118.55,1.1,"Regiao Centro-Oeste"
"Evadidos","M","NA","Preta","20 a 24 anos","Integral",3000,6.4,1.1,"Regiao Sudeste"
"Concluintes","F","1<RFP<=1.5","Parda","20 a 24 anos","Integral",2400,0.575,1.1,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,60.575,1.16,"Regiao Sudeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,20.85,1.15,"Regiao Nordeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,23.975,1.15,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3000,8.85,1.1,"Regiao Sudeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,50.9,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3000,0.875,1.21,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Parda","20 a 24 anos","Integral",3600,5.9,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","25 a 29 anos","Integral",4000,28.925,1.21,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",4000,28.925,1.21,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","30 a 34 anos","Integral",4000,28.925,1.21,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Integral",3600,5.9,1.15,"Regiao Centro-Oeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,17.9,1.06,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,0,1.14,"Regiao Nordeste"
"Concluintes","M","0<RFP<=0.5","Parda","25 a 29 anos","Integral",3600,15.225,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3000,47.325,1.1,"Regiao Nordeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,0,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,74.35,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,52.85,1.16,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,16.6,1.15,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,42.475,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,3.25,1.16,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3600,11.825,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","30 a 34 anos","Integral",3600,0,1.16,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,0,1.15,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",2400,2.625,1.15,"Regiao Sudeste"
"Concluintes","M","0.5<RFP<=1","Parda","30 a 34 anos","Integral",3600,15.325,1.16,"Regiao Sudeste"
"Concluintes","M","0<RFP<=0.5","Parda","35 a 39 anos","Integral",3600,15.325,1.16,"Regiao Sudeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,14.125,1.15,"Regiao Centro-Oeste"
"Concluintes","M","RFP>3.5","Parda","30 a 34 anos","Integral",3600,3.4,1.15,"Regiao Sudeste"
"Concluintes","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",4000,27.475,1.21,"Regiao Sul"
"Concluintes","F","1.5<RFP<=2.5","Parda","20 a 24 anos","Integral",4000,27.475,1.21,"Regiao Sul"
"Concluintes","F","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,42.475,1.16,"Regiao Sudeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,12.7,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,12.7,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,12.7,1.15,"Regiao Centro-Oeste"
"Concluintes","M","1<RFP<=1.5","Parda","20 a 24 anos","Integral",3600,12.7,1.15,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,168.3,1.15,"Regiao Sudeste"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,131.6,1.16,"Regiao Sudeste"
"Concluintes","M","NA","Parda","20 a 24 anos","Integral",3600,1.5,1.19,"Regiao Centro-Oeste"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,49.925,1.14,"Regiao Norte"
"Concluintes","M","1.5<RFP<=2.5","Parda","25 a 29 anos","Integral",3600,49.925,1.14,"Regiao Norte"
"Concluintes","M","0<RFP<=0.5","Parda","20 a 24 anos","Integral",3600,21.25,1.15,"Regiao Sudeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,3.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,3.025,1.15,"Regiao Centro-Oeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,3.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","NA","Parda","20 a 24 anos","Integral",3600,3.025,1.15,"Regiao Centro-Oeste"
"Concluintes","F","0.5<RFP<=1","Parda","20 a 24 anos","Integral",3600,0,1.16,"Regiao Nordeste"
"Concluintes","F","NA","Parda","25 a 29 anos","Integral",3600,23.1,1.15,"Regiao Nordeste"
"Concluintes","M","NA","Parda","25 a 29 anos","Integral",3600,0,1.19,"Regiao Sudeste"
"Concluintes","F","0.5<RFP<=1","Parda","25 a 29 anos","Integral",3600,30.7,1.16,"Regiao Sudeste"
"Concluintes","M","RFP>3.5","Parda","25 a 29 anos","Integral",3600,81.925,1.16,"Regiao Sudeste"
